Timestamp,Text,url
0:12,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
3:08,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
5:51,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
7:07,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
9:28,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
10:57,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
12:12,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
13:28,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
13:36,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
14:51,foreign foreign foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
14:59,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
16:16,foreign foreign foreign foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
17:36,foreign foreign foreign foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
17:44,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
18:59,foreign foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
19:08,foreign foreign foreign foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
20:30,thank you,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
21:23,foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:24,all right good morning everyone as you all know before we get the meeting started what we do is do several,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:29,proclamations for different groups or people in the community who we'd like to honor I'm going to go ahead and get us,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:35,started if I can get a rogerio valencio,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:40,and Christina dasilva you all can either come to the table or,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:46,the podium wherever you feel more comfortable foreign,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
23:56,hey good morning so uh I want to explain why I'm honoring these,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:02:00,individuals it's actually proclamations that um I'm presenting to a special,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:09:00,group that's been here in New Orleans make making quite an impact after many years of living in the states and,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:15:00,teaching afro-brazilian martial art and dance to the New Orleans Community folks that you see here are actually going,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:21:00,back to Brazil is what I've learned the city council's former Chief of Staff David govlinski we love David so much we,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:28:00,we truly truly miss him and his family they moved uh about I guess I want to,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:34:00,say about a year ago but David he was actively involved with this group and,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:40:00,underscored in his message to my office how you all have absolutely cultivated,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:45:00,an extraordinarily unique and uplifting Community bringing together so many,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:51:00,different kinds of people to learn this beautiful art form he sent us a whole list of the impact that you all have,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
24:57:00,made the list is pretty long but I am going to read pieces of it you've taught more than 500 children and 300 adults,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:05:00,you performed at countless Community festivals and events including Jazz Fest Barrette Street Festival Bayou Boogaloo,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:13:00,Gentilly Fest Hispanic Heritage Month celebrations Zulu social Aid and,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:18:00,pleasure Club ball and many others you fundraise to support free Community classes for thousands of students and,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:25:00,special needs children and piranha Brazil you've collaborated with local musicians such as Amigos dosamba the,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:33:00,Congo Square Sunday drum circle and local drummer excuse me Curtis Pierre you participated,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:39:00,in lecture series at with Tulane melon graduate with the Tulane melon graduate program and Community engaged,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:46:00,scholarship and it contributed to the creation of a documentary on this work,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:51:00,through the two-lane history department so look we are so thankful that you all have been here and the work that you,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
25:58:00,have done would any of you all make want to make any uh specific comments um I have short remarks to deliver sure,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
26:06:00,um are being honored I'm actually just here to deliver some remarks,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
26:13:00,um but my name is Annie Flanagan and it is my honor to introduce Mr kokada and,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
26:18:00,Professor Jose of Archie hay Rivera capoeira group they started this group here in New Orleans where they've been,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
26:25:00,teaching the afro-brazilian martial art cup art of capoeira since 2006.,https://www.youtube.com/watch?v=9PTtwGpfmbo&ab_channel=NewOrleansCityCouncil
