Timestamp,Text,url
4:18,good morning everyone it's 9 30. we're waiting for the rest of the committee for uh Quorum we appreciate uh uh,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
4:25,everyone for being here on time we respect everyone's time so as soon as we establish we'll start the criminal,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
4:32,justice quarterly committee meeting but thank you guys for attending,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
4:43,no I haven't yeah,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
9:53,um,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:02,I think we have a core King Harrison Thomas yes,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:09,roll call councilmember Thomas president councilmember Moreno,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:17,council member Morrell councilmember Harris councilmember King we have a quorum,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:24,uh thank you miss Karen uh uh move approval of the minutes from the April 5th 2023 meeting,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:30,uh moved on the chair secondly by councilmember Harris all in favor councilmember King just a minute okay,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:50,what was the second approval of the minutes three years no days and the minutes are approved next item on the,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
10:55,agenda we have uh consideration of M23 187,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:02,this is a motion to enter into a second amendment to extend a lease for the premises at uh Suite 1900 1340 Poydras,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:10,which houses the nopd public Integrity Bureau term of the lease is will be,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:15,extended by a period of 60 months with a total compensation amount not to exceed uh one million 583,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:23,313.81 this is the motion to be recommended to the full body correct correct uh move by the chair,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:31,oh two seconds second broadcast remember anything you want want to say on the,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:37,motion you guys are okay yeah all right it's uh,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:43,voting machines three years no Nays and the motion is adopted it'll be it'll be,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:48,sent to the full body to the council okay thank you guys you can tell them y'all did your job right,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
11:55,Madam Carr next agenda item we have the quarterly report uh update to address the public safety initiatives and,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:01,legislative financial and operational issues that have been identified first up we have the Orleans Parish juvenile,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:08,court and for the listening audience this is our quarterly uh report it was recommended by uh uh Council vice,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:15,president when she was council president uh Moreno uh that we start maybe having,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:21,at least quarterly meetings where every agency in the criminal justice system uh would give a coordinated report uh to,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:28,the public so this is that quarterly meeting uh all agencies have been notified uh we would hope that all are,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:35,in attendance and ready to give their quarterly report and this was done uh to help them in terms of time management so,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:42,that they wouldn't come have to have to come every month but that they should know it would be incumbent upon them,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:48,quarterly uh to give a report who's first juvenile court uh is there anyone from,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
12:56,juvenile court present uh to participate in the quarterly report,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:02,next on the agenda councilmember I just realized we had an online comment for M23 187 can do we,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:11,need to go back if you don't mind uh move to uh suspender rules to go back to,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:17,a motion uh M23 187 second by Council Robert King moved by,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:22,me uh you have council member Harris councilmember Harris stepped out,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:30,we need councilmember Harris to get back to motion m23-187.,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:42,we had to go back to the motion for our online comment council member sorry about that,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:48,virtual machine three years no names rules are suspended to go back to the motion it's gone,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
13:55,this comment is from Val Cupid Bell says no do not renew take that,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:01,money and put it into City and graffiti blighted property at 401 City Park Avenue,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:07,pib is not fulfilled the public expectations and has not shown good judgment they have also breached the,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:12,Public's trust thus the Manpower would be better served answering calls for service in District stations not as an,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:19,arm of political henchmen you can also move other divisions that are renting and repurpose the city's flight at 401,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:26,or just contract out with a private source for integrity slash human relations obvious the pass and current,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
14:32,is not working here's an idea wait for the next police chief before doing that long-term contract hopefully he or she,https://www.youtube.com/watch?v=kqfTCmIlvjw&ab_channel=NewOrleansCityCouncil
